ID,Material,E_MPa,L,W,H,Force_N,Angle,VM_Stress_MPa,Disp_mm
36658,Steel_High_Carbon,210000,1941.68,15.86,110.43,850.94,129.64,39.793,4.278
36659,Nylon_66,3000,1766.27,36.17,119.58,159.5,245.29,2.986,17.2124
36660,Steel_High_Carbon,210000,1212.17,35.2,49.43,4735.9,14.27,101.371,9.3158
36661,Magnesium_AZ31B,45000,427.92,24.21,109.79,18480.64,240.72,146.076,3.5045
36662,Magnesium_AZ31B,45000,1686.7,29.15,74.98,1381.49,297.13,76.227,42.6787
36663,Titanium_6Al4V,114000,1426.24,55.12,55.1,15000.35,208.67,372.395,79.4508
36664,Nylon_66,3000,283.11,55.71,110.75,21999.26,216.01,35.458,5.1781
36665,Brass,105000,1129.13,15.34,26.5,236.16,193.96,36.395,10.9447
36666,Brass,105000,1565.5,52.83,102.72,6489.27,258.38,107.391,16.2251
36667,Nylon_66,3000,545.14,60.0,116.05,5473.65,28.08,11.164,5.9361
36668,Brass,105000,1412.24,31.3,24.97,372.53,289.53,152.606,77.3078
36669,Brass,105000,1691.76,40.41,61.94,3036.49,326.72,110.119,32.0049
36670,Steel_Mild,200000,317.27,42.49,89.05,1418.27,238.62,7.085,0.0258
36671,Stainless_304,193000,602.01,57.89,93.77,5658.41,80.51,39.865,0.5287
36672,Magnesium_AZ31B,45000,1808.57,27.04,60.56,1207.54,272.49,132.054,105.6283
36673,Titanium_6Al4V,114000,386.94,22.23,23.23,2829.11,218.11,342.343,12.7367
36674,Aluminum_6061,69000,1600.53,28.91,61.37,3204.69,88.41,282.625,113.9475
36675,Nylon_66,3000,256.92,27.82,48.82,1007.14,359.51,0.942,0.0875
36676,Magnesium_AZ31B,45000,1334.36,22.01,54.43,1359.78,10.77,32.318,15.1194
36677,Magnesium_AZ31B,45000,1278.39,33.26,97.76,6027.6,270.49,145.54,36.0214
36678,Steel_High_Carbon,210000,1640.43,21.45,68.02,2819.3,241.28,246.178,30.7969
36679,Brass,105000,927.46,52.56,84.01,3866.81,12.75,13.665,0.8323
36680,Steel_Mild,200000,1631.38,54.41,54.63,4344.55,74.74,253.062,41.0279
36681,Steel_High_Carbon,210000,1624.51,19.06,35.24,386.34,104.1,154.446,36.6827
36682,Titanium_6Al4V,114000,564.82,26.36,63.26,13387.95,220.37,285.023,8.2159
36683,Steel_Mild,200000,803.32,41.6,68.85,9097.32,139.79,146.075,4.485
36684,Aluminum_6061,69000,655.51,56.24,117.24,3824.92,210.25,10.333,0.3472
36685,Copper_Alloy,117000,1506.47,47.62,106.66,2983.27,302.21,42.447,5.1059
36686,Magnesium_AZ31B,45000,1839.98,24.09,64.88,1176.77,15.71,35.418,26.8168
36687,Magnesium_AZ31B,45000,840.8,48.21,36.28,2370.99,308.08,149.236,42.8326
36688,Nylon_66,3000,1423.67,36.94,49.86,177.14,148.12,8.785,78.6105
36689,Aluminum_6061,69000,816.03,52.15,76.23,14719.47,255.56,231.415,19.4379
36690,Brass,105000,1971.93,12.92,47.57,356.88,51.13,112.814,58.3585
36691,Stainless_304,193000,1122.58,14.14,62.62,1057.89,100.73,126.521,8.777
36692,Magnesium_AZ31B,45000,787.7,59.38,50.5,3582.95,2.85,6.755,1.0123
36693,Titanium_6Al4V,114000,1301.75,26.92,87.84,18102.05,220.18,445.206,49.5453
36694,Titanium_6Al4V,114000,401.46,23.86,104.95,100974.31,182.56,81.755,0.3974
36695,Brass,105000,461.36,44.59,118.82,1798.23,115.09,7.348,0.0815
36696,Steel_Mild,200000,322.68,19.57,114.73,31747.49,81.88,240.975,0.7146
36697,Nylon_66,3000,377.28,32.8,72.99,2013.45,260.79,25.971,11.1576
36698,Titanium_6Al4V,114000,1150.92,39.18,41.05,5865.52,350.24,107.607,19.6254
36699,Aluminum_6061,69000,1057.68,44.71,77.97,2670.05,231.75,49.455,6.7866
36700,Brass,105000,1587.5,48.72,21.8,422.98,19.73,59.118,43.1164
36701,Steel_Mild,200000,824.05,28.97,44.39,1235.04,153.9,47.936,2.3997
36702,Steel_Mild,200000,592.3,24.08,96.84,9594.22,180.06,4.272,0.0123
36703,Titanium_6Al4V,114000,1123.94,39.23,39.35,2876.48,102.76,311.897,58.47
36704,Nylon_66,3000,230.96,58.21,32.46,2180.2,302.2,42.374,15.2221
36705,Steel_Mild,200000,309.41,39.53,70.92,20848.63,266.26,195.692,0.8741
36706,Stainless_304,193000,1561.99,58.82,102.56,1401.74,96.39,21.136,1.734
36707,Magnesium_AZ31B,45000,437.71,49.52,45.53,4934.54,49.51,97.528,5.9854
36708,Polycarbonate,2400,412.98,55.86,68.07,5169.62,93.55,49.606,34.3789
36709,Aluminum_6061,69000,1957.29,14.76,116.38,1063.97,83.6,62.202,19.7547
36710,Stainless_304,193000,1421.05,12.51,78.36,647.01,281.07,70.627,6.274
36711,Copper_Alloy,117000,1319.43,20.82,22.27,269.63,215.55,120.667,53.5359
36712,Brass,105000,1746.94,20.52,97.84,3801.28,96.81,201.69,39.8871
36713,Copper_Alloy,117000,1336.81,30.07,118.84,5483.82,170.11,19.313,1.5244
36714,Titanium_6Al4V,114000,335.7,35.94,87.97,32486.49,218.28,154.701,1.0921
36715,Steel_Mild,200000,806.34,21.8,78.73,3570.06,1.78,6.052,0.1096
36716,Aluminum_6061,69000,1506.06,11.89,25.18,169.53,148.57,106.452,92.226
36717,Brass,105000,1407.36,49.63,118.95,13219.96,264.27,158.504,16.7226
36718,Steel_High_Carbon,210000,1374.52,11.13,101.32,4030.59,124.79,241.084,14.1435
36719,Magnesium_AZ31B,45000,1660.32,39.47,57.46,1105.98,341.09,27.864,19.4743
36720,Stainless_304,193000,318.99,42.65,35.59,5788.64,235.97,172.291,1.6785
36721,Titanium_6Al4V,114000,606.17,20.16,81.96,1261.29,210.03,17.641,0.4445
36722,Polycarbonate,2400,1963.4,58.18,104.67,547.62,226.05,7.351,74.5442
36723,Stainless_304,193000,583.43,34.31,100.18,21496.04,227.09,164.747,1.8786
36724,Magnesium_AZ31B,45000,1171.4,24.69,115.3,7564.69,164.49,45.913,7.6372
36725,Brass,105000,846.53,57.29,30.89,272.92,182.5,1.26,0.1629
36726,Titanium_6Al4V,114000,231.77,12.02,71.13,24258.4,305.77,470.472,1.988
36727,Brass,105000,1578.69,56.28,118.64,12292.95,4.86,14.293,1.6612
36728,Aluminum_6061,69000,1717.27,43.38,83.81,7403.21,162.3,78.068,25.8756
36729,Magnesium_AZ31B,45000,1723.41,11.72,86.89,1086.36,134.07,91.979,46.1925
36730,Copper_Alloy,117000,1062.47,50.98,59.06,127.7,160.14,1.596,0.1694
36731,Brass,105000,426.23,51.58,93.61,12120.5,148.65,37.975,0.4397
36732,Titanium_6Al4V,114000,1748.15,13.98,51.03,2156.14,8.69,96.855,32.8712
36733,Steel_Mild,200000,494.27,27.86,49.32,3054.16,203.84,56.102,0.892
36734,Titanium_6Al4V,114000,1449.61,23.23,116.29,5138.19,350.81,24.61,2.401
36735,Steel_High_Carbon,210000,1045.14,51.06,99.38,15966.89,269.76,198.728,6.9279
36736,Magnesium_AZ31B,45000,351.81,13.24,54.11,2132.1,44.97,84.333,2.7805
36737,Brass,105000,520.81,52.58,107.22,45424.06,154.14,110.054,1.6455
36738,Magnesium_AZ31B,45000,1358.5,24.55,54.59,1215.79,142.22,83.713,41.5617
36739,Steel_High_Carbon,210000,1034.64,57.67,53.63,201.89,12.69,1.724,0.1052
36740,Steel_High_Carbon,210000,520.78,33.2,74.13,5799.49,219.86,65.587,0.7394
36741,Aluminum_6061,69000,1780.74,32.63,105.47,121.89,119.84,3.131,0.9041
36742,Steel_High_Carbon,210000,1771.29,53.57,27.72,1590.37,41.02,270.308,96.8331
36743,Steel_High_Carbon,210000,1284.72,19.39,48.42,2670.83,110.78,424.481,45.8193
36744,Stainless_304,193000,1672.01,26.96,94.43,784.69,258.34,32.141,3.2795
36745,Titanium_6Al4V,114000,847.85,42.05,43.46,1571.54,147.64,54.616,5.2113
36746,Magnesium_AZ31B,45000,1539.51,30.16,30.18,517.43,21.38,63.959,73.7933
36747,Steel_Mild,200000,875.55,48.88,50.58,672.58,18.79,9.361,0.4598
36748,Copper_Alloy,117000,753.94,20.94,112.52,3552.94,58.49,52.579,1.4877
36749,Titanium_6Al4V,114000,651.6,56.14,111.75,90440.18,32.94,287.064,6.0937
36750,Brass,105000,1381.27,15.19,32.44,290.28,227.94,112.136,41.7241
36751,Steel_Mild,200000,826.64,57.11,20.64,1337.83,114.28,249.09,27.4358
36752,Aluminum_6061,69000,1924.22,16.95,74.57,1763.18,196.5,62.686,29.4274
36753,Copper_Alloy,117000,804.76,52.22,68.18,9170.45,301.74,156.591,8.3966
36754,Stainless_304,193000,1516.16,26.52,114.38,4974.72,203.2,52.917,3.5671
36755,Brass,105000,1335.55,14.92,71.81,1967.33,165.93,51.608,7.8561
36756,Stainless_304,193000,983.76,31.35,34.71,808.68,61.4,111.326,10.6864
36757,Stainless_304,193000,1809.86,44.25,32.02,952.14,283.49,221.774,78.3089
36758,Brass,105000,1379.72,10.19,99.48,2242.11,49.01,140.449,16.8797
36759,Titanium_6Al4V,114000,939.27,29.91,107.45,5504.82,241.06,79.543,3.7749
36760,Aluminum_6061,69000,1679.5,10.54,54.67,395.53,233.42,102.021,50.6491
36761,Steel_High_Carbon,210000,519.64,27.96,110.57,22612.66,112.79,193.775,1.4742
36762,Titanium_6Al4V,114000,473.02,58.52,104.53,149591.24,101.36,658.734,8.1486
36763,Titanium_6Al4V,114000,1518.4,43.54,106.94,53237.26,181.68,39.995,3.6036
36764,Aluminum_6061,69000,266.77,55.43,108.08,75564.22,187.52,37.199,0.1629
36765,Steel_Mild,200000,411.1,43.1,27.65,3078.97,334.81,100.477,1.9987
36766,Steel_Mild,200000,1216.7,34.41,38.5,1292.17,289.84,174.317,22.2976
36767,Aluminum_6061,69000,1607.69,42.79,79.04,3412.97,313.28,90.37,28.3273
36768,Stainless_304,193000,334.37,29.04,58.28,10787.39,41.39,150.252,0.9614
36769,Aluminum_6061,69000,250.09,46.69,70.5,10224.44,192.02,16.89,0.1185
36770,Titanium_6Al4V,114000,1683.58,59.09,98.51,7703.81,146.61,75.815,12.5671
36771,Aluminum_6061,69000,1105.9,51.52,94.47,10512.88,339.68,54.745,6.59
36772,Brass,105000,1610.58,37.08,84.23,1262.36,253.89,44.673,8.7109
36773,Steel_Mild,200000,216.93,29.93,55.6,10081.26,55.54,121.057,0.3299
36774,Stainless_304,193000,243.01,18.23,107.29,11097.61,244.53,73.273,0.1324
36775,Brass,105000,1558.01,55.53,117.68,16654.29,85.62,202.16,26.4364
36776,Aluminum_6061,69000,318.7,20.1,95.72,10754.5,121.55,98.863,0.9757
36777,Stainless_304,193000,575.25,10.71,67.29,3466.52,52.15,198.016,3.3094
36778,Aluminum_6061,69000,1867.43,35.96,62.1,3076.56,277.8,246.488,133.622
36779,Aluminum_6061,69000,216.38,37.72,38.57,435.08,246.53,9.38,0.1083
36780,Aluminum_6061,69000,1235.61,22.77,90.76,3565.08,246.92,130.375,21.0691
36781,Magnesium_AZ31B,45000,1717.99,38.7,64.34,2142.38,267.74,137.791,93.6082
36782,Brass,105000,1827.09,15.24,78.16,1496.14,240.51,153.989,41.5838
36783,Aluminum_6061,69000,1594.44,50.32,42.25,505.02,354.35,5.532,3.0785
36784,Copper_Alloy,117000,1324.32,29.93,79.62,797.98,279.73,33.005,4.1341
36785,Titanium_6Al4V,114000,542.53,26.08,49.43,11843.97,22.72,242.333,8.1375
36786,Copper_Alloy,117000,1988.43,19.61,61.83,985.18,90.84,156.793,57.1214
36787,Nylon_66,3000,1175.87,50.82,52.05,196.01,259.52,9.892,58.3032
36788,Steel_Mild,200000,236.78,30.63,92.31,9959.32,110.91,52.597,0.1025
36789,Aluminum_6061,69000,1330.2,18.82,65.59,1528.42,163.27,44.566,11.3047
36790,Magnesium_AZ31B,45000,1659.56,32.38,69.82,817.48,305.56,42.169,24.5159
36791,Aluminum_6061,69000,377.41,53.93,104.26,41513.08,101.08,159.897,2.0772
36792,Copper_Alloy,117000,1589.73,39.15,95.25,362.53,254.65,9.417,1.4193
36793,Copper_Alloy,117000,1589.19,14.47,116.93,260.34,110.18,11.836,1.4494
36794,Steel_High_Carbon,210000,920.32,36.13,73.84,13218.89,92.67,370.591,13.4784
36795,Nylon_66,3000,1989.45,37.04,73.79,484.51,167.08,6.585,76.4242
36796,Stainless_304,193000,1223.26,25.23,76.27,1317.62,5.62,7.136,0.4373
36797,Steel_High_Carbon,210000,1505.02,13.45,54.86,1607.15,166.68,84.729,10.8267
36798,Steel_High_Carbon,210000,1370.25,59.22,56.96,10895.19,75.07,451.372,47.1392
36799,Aluminum_6061,69000,1328.37,54.68,57.33,4852.29,31.36,113.33,33.3035
36800,Copper_Alloy,117000,1942.42,22.1,28.16,211.54,249.62,131.994,100.6775
36801,Titanium_6Al4V,114000,362.68,40.66,68.86,728.67,152.09,4.092,0.043
36802,Steel_High_Carbon,210000,1918.4,36.27,36.24,1959.67,225.06,336.253,108.0608
36803,Titanium_6Al4V,114000,961.23,33.22,110.24,37584.47,326.0,309.11,14.7162
36804,Nylon_66,3000,650.33,27.74,57.91,399.7,311.18,12.791,20.4785
36805,Nylon_66,3000,599.67,44.74,66.8,943.01,144.6,10.113,11.7777
36806,Stainless_304,193000,1772.71,14.27,108.48,3197.49,95.67,201.807,20.1661
36807,Aluminum_6061,69000,1484.27,27.96,53.68,1462.85,184.18,12.759,4.6736
36808,Steel_High_Carbon,210000,1964.44,15.03,116.53,2353.49,11.39,28.167,2.8219
36809,Titanium_6Al4V,114000,1059.51,51.59,99.28,69163.74,193.79,219.378,13.6287
36810,Steel_Mild,200000,1954.0,44.19,31.73,1059.36,95.78,277.825,111.4036
36811,Copper_Alloy,117000,1160.18,14.85,44.47,412.17,302.31,82.917,14.2411
36812,Aluminum_6061,69000,607.71,12.55,23.99,537.87,32.12,145.906,21.4736
36813,Stainless_304,193000,868.37,11.23,101.71,4986.7,46.76,166.121,4.1724
36814,Nylon_66,3000,1092.18,34.03,90.4,2844.77,0.58,1.603,2.018
36815,Steel_Mild,200000,396.27,44.35,64.69,13053.55,56.93,142.962,1.1339
36816,Copper_Alloy,117000,1486.72,32.81,26.99,239.52,270.15,89.398,41.7145
36817,Magnesium_AZ31B,45000,933.35,10.33,53.34,511.23,219.84,63.137,15.0993
36818,Polycarbonate,2400,785.08,34.51,105.69,4461.62,347.88,12.66,18.5468
36819,Brass,105000,981.24,50.31,25.8,1121.0,221.2,130.471,30.7588
36820,Steel_Mild,200000,1337.39,40.22,45.41,2607.12,163.22,74.197,9.5612
36821,Polycarbonate,2400,1200.01,18.71,114.77,1044.62,189.15,5.337,16.916
36822,Magnesium_AZ31B,45000,399.41,24.87,73.16,7147.24,8.82,23.663,0.6383
36823,Titanium_6Al4V,114000,1895.93,50.44,90.39,15843.01,162.4,135.571,30.7512
36824,Nylon_66,3000,612.4,19.73,78.53,840.17,252.07,24.344,25.6187
36825,Steel_Mild,200000,1601.86,48.74,27.1,397.74,116.37,95.819,30.1989
36826,Copper_Alloy,117000,985.62,52.5,55.72,2491.69,55.86,75.322,7.4329
36827,Nylon_66,3000,296.79,43.79,42.68,920.57,352.89,3.037,1.1676
36828,Steel_High_Carbon,210000,1815.0,32.73,59.69,4142.0,152.28,181.816,31.5227
36829,Steel_Mild,200000,1059.33,43.83,42.69,3488.37,48.45,208.999,18.2019
36830,Steel_High_Carbon,210000,790.4,22.06,118.06,24737.74,152.08,187.404,3.0014
36831,Titanium_6Al4V,114000,975.96,41.25,103.86,7473.64,51.41,78.045,4.123
36832,Aluminum_6061,69000,1328.01,56.16,58.21,6608.32,229.25,210.981,61.3629
36833,Steel_Mild,200000,227.51,45.42,92.99,864.28,141.47,2.058,0.0035
36834,Titanium_6Al4V,114000,326.32,46.67,66.28,51957.1,203.25,211.997,1.8407
36835,Steel_High_Carbon,210000,680.81,41.39,47.86,7824.35,34.08,192.263,5.8078
36836,Stainless_304,193000,450.28,38.97,117.23,37958.11,330.02,103.445,0.5719
36837,Polycarbonate,2400,393.17,43.66,91.22,1940.57,269.57,12.667,5.9313
36838,Copper_Alloy,117000,1271.32,22.87,95.41,2511.59,282.55,90.123,8.6704
36839,Steel_Mild,200000,1283.32,58.37,113.68,8974.97,61.48,81.201,3.8872
36840,Stainless_304,193000,345.53,34.09,48.91,764.35,253.32,18.78,0.157
36841,Polycarbonate,2400,1136.92,38.4,80.06,149.48,91.52,4.145,18.5734
36842,Steel_Mild,200000,1101.74,15.64,103.76,2147.33,164.41,23.948,0.8835
36843,Stainless_304,193000,1589.29,12.4,97.32,2156.62,101.14,172.213,15.4027
36844,Steel_Mild,200000,1465.22,10.56,80.99,1745.14,359.63,3.471,0.1273
36845,Magnesium_AZ31B,45000,519.03,45.54,52.78,2424.5,178.36,2.713,0.1293
36846,Copper_Alloy,117000,656.61,55.73,85.25,12574.17,132.8,91.679,2.5861
36847,Stainless_304,193000,758.8,11.65,112.18,3366.53,224.96,75.843,1.3097
36848,Stainless_304,193000,1864.06,15.94,33.66,189.84,101.01,115.473,41.1501
36849,Steel_Mild,200000,915.01,14.6,29.3,114.05,268.13,49.943,4.7557
36850,Magnesium_AZ31B,45000,1944.44,29.96,74.28,1916.82,78.66,132.829,100.0213
36851,Copper_Alloy,117000,1515.44,29.59,91.25,5462.78,238.6,173.189,24.6769
36852,Magnesium_AZ31B,45000,609.32,34.4,65.6,6307.41,201.47,59.674,4.7805
36853,Steel_High_Carbon,210000,1367.42,47.94,31.1,1473.57,202.08,98.932,18.7073
36854,Copper_Alloy,117000,1784.02,37.1,119.9,5193.83,161.17,34.763,5.0888
36855,Aluminum_6061,69000,1076.14,43.47,48.11,3139.66,259.08,198.158,46.0117
36856,Titanium_6Al4V,114000,340.53,23.88,40.3,2439.66,329.96,66.617,1.0827
36857,Stainless_304,193000,1029.9,25.45,79.58,4125.86,265.15,157.879,7.2568
36858,Steel_Mild,200000,794.98,13.29,49.78,1084.68,22.3,61.151,2.5227
36859,Stainless_304,193000,1048.19,17.5,70.24,3527.84,262.43,255.222,13.7638
36860,Brass,105000,1234.13,18.9,76.83,1157.64,254.28,74.204,9.3093
36861,Copper_Alloy,117000,1134.96,37.4,46.0,2152.16,325.25,106.602,16.8429
36862,Aluminum_6061,69000,644.06,53.13,39.29,196.9,195.25,2.532,0.2489
36863,Magnesium_AZ31B,45000,1674.84,40.65,46.43,724.0,216.28,49.441,43.9718
36864,Stainless_304,193000,1473.86,25.13,77.06,823.65,85.54,48.707,4.7382
36865,Polycarbonate,2400,508.43,30.81,76.18,112.74,10.62,0.402,0.3343
36866,Copper_Alloy,117000,649.43,57.62,71.38,10836.09,353.3,19.413,0.5651
36867,Steel_Mild,200000,282.6,59.5,32.73,7470.35,282.33,195.205,1.5791
36868,Stainless_304,193000,1193.56,39.17,47.55,896.17,140.2,46.762,4.8004
36869,Steel_Mild,200000,1685.69,14.66,37.61,275.12,290.81,125.616,31.5895
36870,Stainless_304,193000,1769.56,57.3,39.68,340.2,190.52,7.457,1.9926
36871,Stainless_304,193000,438.87,22.18,85.75,521.66,125.69,7.025,0.0531
36872,Steel_Mild,200000,1679.86,47.87,84.14,5523.93,83.17,163.323,18.2362
36873,Steel_Mild,200000,1522.55,19.45,66.43,466.45,58.45,42.503,4.9212
36874,Titanium_6Al4V,114000,1017.89,30.72,83.97,22553.96,124.07,532.001,38.0104
36875,Aluminum_6061,69000,1505.12,55.74,92.58,5074.35,252.84,91.971,21.6676
36876,Steel_Mild,200000,1936.87,43.74,23.47,226.7,324.9,63.055,33.4994
36877,Steel_High_Carbon,210000,1133.33,11.69,39.07,1198.15,237.23,385.378,40.0677
36878,Titanium_6Al4V,114000,897.98,53.79,62.55,9631.84,153.72,111.794,8.2309
36879,Steel_High_Carbon,210000,1219.0,31.29,88.9,11753.65,328.77,183.939,9.5641
36880,Stainless_304,193000,1530.37,33.3,49.68,172.07,106.51,18.463,3.0014
36881,Magnesium_AZ31B,45000,363.92,35.68,26.86,1733.42,50.77,115.098,8.3198
36882,Steel_High_Carbon,210000,1050.48,35.92,47.03,844.8,207.18,31.065,2.2804
36883,Stainless_304,193000,804.02,40.76,47.28,2163.65,121.82,97.962,4.5972
36884,Magnesium_AZ31B,45000,1459.8,36.82,63.21,2347.49,289.97,131.727,65.6083
36885,Magnesium_AZ31B,45000,540.25,59.74,50.25,1408.25,203.75,12.627,1.0488
36886,Titanium_6Al4V,114000,1163.25,56.04,90.61,33514.29,297.21,455.41,39.4861
36887,Stainless_304,193000,466.04,52.16,33.54,837.79,124.98,33.003,0.7317
36888,Steel_High_Carbon,210000,1251.95,22.61,67.82,5690.12,115.59,372.39,27.1964
36889,Steel_High_Carbon,210000,1993.35,26.23,100.75,4893.21,335.83,91.709,11.268
36890,Steel_High_Carbon,210000,1261.82,15.84,93.13,6027.27,63.85,300.105,16.182
36891,Copper_Alloy,117000,778.03,44.51,61.39,1276.97,123.49,29.912,1.6651
36892,Stainless_304,193000,1171.29,33.17,70.55,1918.57,239.81,71.027,4.7417
36893,Brass,105000,457.45,40.85,22.08,289.08,205.34,17.345,1.026
36894,Nylon_66,3000,984.88,53.61,84.1,3293.36,339.77,18.445,45.4895
36895,Magnesium_AZ31B,45000,655.25,30.14,86.36,944.32,95.34,16.505,1.2112
36896,Brass,105000,1223.26,51.67,46.79,3093.22,131.82,150.44,30.3695
36897,Steel_Mild,200000,587.58,56.49,76.93,469.32,333.42,2.314,0.0331
36898,Brass,105000,931.08,27.46,66.98,382.55,196.74,5.198,0.4106
36899,Nylon_66,3000,1193.79,44.49,111.6,2429.21,328.42,16.875,46.6668
36900,Magnesium_AZ31B,45000,1018.28,52.29,46.21,716.04,271.29,39.184,13.0212
36901,Nylon_66,3000,323.75,57.07,76.28,3513.49,166.4,5.639,1.4781
36902,Stainless_304,193000,1353.88,59.36,83.24,4927.75,95.98,96.933,7.3626
36903,Stainless_304,193000,1702.81,16.78,102.65,4191.05,116.39,218.093,21.1671
36904,Nylon_66,3000,475.32,36.92,118.72,4356.13,56.95,20.667,8.4631
36905,Titanium_6Al4V,114000,588.04,21.7,46.32,13620.15,263.31,1027.297,44.7533
36906,Nylon_66,3000,408.36,55.95,83.26,11177.75,328.94,38.621,16.2171
36907,Steel_High_Carbon,210000,593.85,44.13,91.93,2553.75,164.52,7.132,0.0793
36908,Titanium_6Al4V,114000,368.36,27.62,58.76,5003.15,284.86,113.13,1.5135
36909,Copper_Alloy,117000,1815.36,13.0,113.01,3544.69,144.64,136.595,22.3619
36910,Steel_High_Carbon,210000,950.41,26.68,24.87,238.36,342.93,24.523,2.7878
36911,Steel_High_Carbon,210000,1098.07,56.54,25.67,1664.94,244.88,267.078,39.7508
36912,Aluminum_6061,69000,447.26,21.22,97.1,13269.51,210.66,96.679,1.807
36913,Copper_Alloy,117000,1239.22,40.41,107.73,11415.41,216.86,110.736,8.8179
36914,Copper_Alloy,117000,1948.61,39.41,77.67,525.27,111.22,24.146,6.7077
36915,Steel_High_Carbon,210000,1365.21,43.3,77.65,11823.88,50.23,287.471,21.7269
36916,Steel_Mild,200000,1032.5,16.76,108.29,6416.24,60.83,178.496,5.7949
36917,Titanium_6Al4V,114000,796.92,38.79,33.76,1033.15,154.45,48.913,5.3017
36918,Stainless_304,193000,1641.61,36.99,96.32,2122.57,149.04,31.861,3.0288
36919,Steel_High_Carbon,210000,1798.58,19.89,28.05,142.24,12.89,22.13,8.0109
36920,Brass,105000,1075.47,39.42,73.33,4369.37,160.74,45.32,4.3939
36921,Steel_Mild,200000,1236.49,22.08,21.03,435.83,221.54,220.286,53.2119
36922,Magnesium_AZ31B,45000,1908.55,18.83,72.43,107.79,266.06,12.473,9.2876
36923,Nylon_66,3000,1683.57,38.09,72.28,989.31,343.15,14.903,126.8524
36924,Copper_Alloy,117000,1676.21,36.04,97.59,1046.58,79.49,30.215,4.9463
36925,Polycarbonate,2400,387.16,29.61,81.31,2548.71,46.34,22.698,11.2048
36926,Aluminum_6061,69000,1533.3,54.22,57.13,3604.84,125.82,152.658,60.4188
36927,Steel_High_Carbon,210000,1007.39,33.08,20.13,808.3,113.12,335.692,53.6473
36928,Brass,105000,259.44,27.31,32.76,4361.83,309.57,181.941,2.3295
36929,Nylon_66,3000,1911.23,51.56,39.02,159.67,340.63,7.811,160.927
36930,Brass,105000,1108.89,23.23,42.86,875.95,133.61,99.507,18.0127
36931,Stainless_304,193000,1772.4,44.75,113.45,12995.9,340.08,84.189,7.8194
36932,Titanium_6Al4V,114000,874.67,30.79,58.33,1534.51,279.42,76.007,5.8167
36933,Aluminum_6061,69000,943.3,40.96,29.86,1244.65,235.48,159.519,45.7581
36934,Magnesium_AZ31B,45000,653.34,39.57,76.63,864.51,195.7,4.226,0.3257
36935,Polycarbonate,2400,731.7,15.53,109.05,366.74,65.13,8.017,10.7868
36936,Steel_Mild,200000,345.08,26.31,99.51,19048.62,243.46,139.71,0.5403
36937,Titanium_6Al4V,114000,495.84,56.62,32.62,11977.48,100.72,582.573,25.614
36938,Steel_High_Carbon,210000,1545.9,58.11,104.14,12754.17,62.45,167.475,12.1245
36939,Stainless_304,193000,634.2,38.93,49.9,1297.28,118.56,45.073,1.2453
36940,Steel_High_Carbon,210000,1294.9,54.59,57.95,6408.69,227.93,203.014,18.52
36941,Brass,105000,762.75,12.48,104.51,1353.32,108.06,43.595,1.5268
36942,Stainless_304,193000,1730.86,14.85,28.82,382.97,202.07,121.99,43.5042
36943,Copper_Alloy,117000,927.6,23.85,89.65,6445.54,156.52,77.393,4.0779
36944,Copper_Alloy,117000,1803.37,38.44,47.2,486.88,59.06,52.904,20.7148
36945,Titanium_6Al4V,114000,484.47,27.29,75.12,24594.14,93.32,465.19,8.4681
36946,Copper_Alloy,117000,477.1,34.14,62.52,835.09,108.87,17.105,0.3517
36947,Stainless_304,193000,1729.27,45.4,66.13,439.13,157.85,8.789,1.3515
36948,Steel_Mild,200000,553.12,36.34,64.56,2130.64,228.24,35.472,0.5501
36949,Titanium_6Al4V,114000,1508.25,20.75,88.82,13175.17,306.08,593.051,88.1653
36950,Titanium_6Al4V,114000,420.17,25.69,111.32,90885.55,335.92,324.421,2.7255
36951,Titanium_6Al4V,114000,688.08,40.14,94.41,44685.42,255.42,502.873,14.6349
36952,Brass,105000,1430.06,38.49,106.51,8113.51,55.48,132.553,16.0145
36953,Brass,105000,1502.4,30.9,84.17,2177.8,90.3,89.707,15.2689
36954,Copper_Alloy,117000,443.54,51.84,85.87,1094.83,211.88,4.248,0.0526
